Species,Colony,DEPTH,SITE,Spec_depth,File,Time,DATE,TIME,fv_fm,Sigma,p,Pmax,Prevalence,of_HC,of_live,of_total,Size_anot
Stylophora,188,25,JG,Stylophora_25,20220714.12,PM,14_07_2022,46836,0.4412,409.32,0.128,137.44,70,3.6900369,2.298095863,1.242897727,3
Stylophora,190,25,JG,Stylophora_25,20220714.13,PM,14_07_2022,47042,0.414,363.42,0.098,218.18,70,3.6900369,2.298095863,1.242897727,3
Stylophora,195,25,JG,Stylophora_25,20220714.16,PM,14_07_2022,47462,0.4666,425.5,0.126,154.38,70,3.6900369,2.298095863,1.242897727,3
Stylophora,66,35,IUI_S,Stylophora_35,20220712.28,PM,12_07_2022,48483,0.432,362.8428571,0.228571429,1120.8,69,3.697749196,2.946199829,1.159274194,2
Stylophora,67,35,IUI_S,Stylophora_35,20220712.29,PM,12_07_2022,48575,0.4758,404.94,0.202,82.2,69,3.697749196,2.946199829,1.159274194,2
Stylophora,68,35,IUI_S,Stylophora_35,20220712.29,PM,12_07_2022,48670,0.4654,355.46,0.17,94.78,69,3.697749196,2.946199829,1.159274194,2
Stylophora,99,35,IUI_N,Stylophora_35,20220713.03,N,13_07_2022,41408,0.483,325.18,0.223333333,91.71666667,69,3.697749196,2.946199829,1.159274194,2
Stylophora,100,35,IUI_N,Stylophora_35,20220713.04,N,13_07_2022,41483,0.4442,377.16,0.164,103.4,69,3.697749196,2.946199829,1.159274194,2
Stylophora,101,35,IUI_N,Stylophora_35,20220713.04,N,13_07_2022,41584,0.4458,346.74,0.238,96.16,69,3.697749196,2.946199829,1.159274194,2
Stylophora,102,35,IUI_N,Stylophora_35,20220713.05,N,13_07_2022,41698,0.465833333,323.1166667,0.161666667,115.8,69,3.697749196,2.946199829,1.159274194,2
Stylophora,103,35,IUI_N,Stylophora_35,20220713.05,N,13_07_2022,41808,0.499833333,360.1333333,0.213333333,96.85,69,3.697749196,2.946199829,1.159274194,2
Stylophora,213,35,JG,Stylophora_35,20220715.01,AM,15_07_2022,23216,0.542,379.32,0.036,81.38,69,3.697749196,2.946199829,1.159274194,2
Stylophora,214,35,JG,Stylophora_35,20220715.01,AM,15_07_2022,23287,0.5448,369.98,0.12,91.74,69,3.697749196,2.946199829,1.159274194,2
Stylophora,216,35,JG,Stylophora_35,20220715.02,AM,15_07_2022,23432,0.5264,447.26,0.156,97.98,69,3.697749196,2.946199829,1.159274194,2
Stylophora,219,35,JG,Stylophora_35,20220715.04,AM,15_07_2022,23654,0.5204,396.46,0.164,91.36,69,3.697749196,2.946199829,1.159274194,2
Stylophora,221,35,JG,Stylophora_35,20220715.05,AM,15_07_2022,23829,0.5454,410.16,0.136,81,69,3.697749196,2.946199829,1.159274194,2
Stylophora,228,35,JG,Stylophora_35,20220715.08,AM,15_07_2022,24321,0.5476,395.48,0.154,88.7,69,3.697749196,2.946199829,1.159274194,2
Stylophora,8,45,IUI_S,Stylophora_45,20220712.04,N,12_07_2022,33426,0.4788,423.66,0.172,91.72,39,1.880424301,1.613570542,0.641447368,1
Stylophora,9,45,IUI_S,Stylophora_45,20220712.05,N,12_07_2022,33497,0.5144,447.6,0.07,84.58,39,1.880424301,1.613570542,0.641447368,1
Stylophora,10,45,IUI_S,Stylophora_45,20220712.05,N,12_07_2022,33612,0.5222,311.06,0.286,110.52,39,1.880424301,1.613570542,0.641447368,1
Stylophora,11,45,IUI_S,Stylophora_45,20220712.06,N,12_07_2022,33700,0.4844,403.74,0.076,117.34,39,1.880424301,1.613570542,0.641447368,1
Stylophora,18,45,IUI_S,Stylophora_45,20220712.09,N,12_07_2022,34264,0.5218,383.06,0.176,104.2,39,1.880424301,1.613570542,0.641447368,1
Stylophora,19,45,IUI_S,Stylophora_45,20220712.1,N,12_07_2022,34341,0.5078,304.8,0.142,110.34,39,1.880424301,1.613570542,0.641447368,1
Stylophora,146,45,IUI_N,Stylophora_45,20220713.28,AM,13_07_2022,49337,0.522,408.16,0.08,75.92,39,1.880424301,1.613570542,0.641447368,1
Stylophora,147,45,IUI_N,Stylophora_45,20220713.28,AM,13_07_2022,49675,0.5354,399.66,0.09,72.36,39,1.880424301,1.613570542,0.641447368,1
Stylophora,148,45,IUI_N,Stylophora_45,20220713.29,AM,13_07_2022,49810,0.5148,418.66,0.094,73.92,39,1.880424301,1.613570542,0.641447368,1
Stylophora,149,45,IUI_N,Stylophora_45,20220713.29,AM,13_07_2022,49900,0.4538,488.68,0.036,176.22,39,1.880424301,1.613570542,0.641447368,1
Stylophora,150,45,IUI_N,Stylophora_45,20220713.3,AM,13_07_2022,49975,0.4736,528.48,0.114,75,39,1.880424301,1.613570542,0.641447368,1
Stylophora,169,45,JG,Stylophora_45,20220714.03,PM,14_07_2022,44894,0.5114,372.18,0.162,89.82,39,1.880424301,1.613570542,0.641447368,1
Stylophora,175,45,JG,Stylophora_45,20220714.06,PM,14_07_2022,45340,0.5044,445.28,0.168,88.58,39,1.880424301,1.613570542,0.641447368,1
Stylophora,177,45,JG,Stylophora_45,20220714.07,PM,14_07_2022,45491,0.5024,400.16,0.194,83.44,39,1.880424301,1.613570542,0.641447368,1
Stylophora,178,45,JG,Stylophora_45,20220714.07,PM,14_07_2022,45591,0.499,409.52,0.09,89.64,39,1.880424301,1.613570542,0.641447368,1
Stylophora,179,45,JG,Stylophora_45,20220714.08,PM,14_07_2022,45678,0.5248,366.12,0.154,89.06,39,1.880424301,1.613570542,0.641447368,1
Stylophora,182,45,JG,Stylophora_45,20220714.09,PM,14_07_2022,45958,0.4968,465.72,0.154,85.04,39,1.880424301,1.613570542,0.641447368,1
