"","PIC","SITE","DEPTH","GROUP","LABEL","Live_Non_live","Count"
"1","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"2","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"3","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"4","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"5","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"6","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"7","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"8","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"9","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"10","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"11","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"12","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"13","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"14","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"15","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"16","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"17","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"18","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"19","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"20","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"21","MKN8931","IUI_S","45","Hard Coral","Alveopora","Live",1
"22","MKN8931","IUI_S","45","Hard Coral","Dipsastraea","Live",1
"23","MKN8931","IUI_S","45","Hard Coral","Dipsastraea","Live",1
"24","MKN8931","IUI_S","45","Hard Coral","HC_plate","Live",1
"25","MKN8931","IUI_S","45","Hard Coral","Montipora","Live",1
"26","MKN8931","IUI_S","45","Hard Coral","Montipora","Live",1
"27","MKN8931","IUI_S","45","Hard Coral","Montipora","Live",1
"28","MKN8931","IUI_S","45","Hard Coral","Porites","Live",1
"29","MKN8931","IUI_S","45","Hard Coral","Stylophora","Live",1
"30","MKN8931","IUI_S","45","Hard Coral","Stylophora","Live",1
"31","MKN8931","IUI_S","45","Hard Coral","Stylophora","Live",1
"32","MKN8931","IUI_S","45","Hard Coral","Stylophora","Live",1
"33","MKN8931","IUI_S","45","Soft Coral","SC_Xeni","Live",1
"34","MKN8931","IUI_S","45","Soft Coral","SC_Xeni","Live",1
"35","MKN8931","IUI_S","45","Soft Coral","SC_Xeni","Live",1
"36","MKN8931","IUI_S","45","Soft Coral","SC_Xeni","Live",1
"37","MKN8931","IUI_S","45","CCA","CCA","Live",1
"38","MKN8931","IUI_S","45","CCA","CCA","Live",1
"39","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"40","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"41","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"42","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"43","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"44","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"45","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"46","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"47","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"48","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"49","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"50","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"51","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"52","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"53","MKN8931","IUI_S","45","Substrate","RCTA","Non_live",1
"54","MKN8931","IUI_S","45","Substrate","Rock","Non_live",1
"55","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"56","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"57","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"58","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"59","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"60","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"61","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"62","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"63","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"64","MKN8931","IUI_S","45","Substrate","Rubble","Non_live",1
"65","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"66","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"67","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"68","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"69","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"70","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"71","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"72","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"73","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"74","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"75","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"76","MKN8936","IUI_S","45","Hard Coral","Alveopora","Live",1
"77","MKN8936","IUI_S","45","Hard Coral","Stylophora","Live",1
"78","MKN8936","IUI_S","45","Sponge","Spo_E","Live",1
"79","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"80","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"81","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"82","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"83","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"84","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"85","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"86","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"87","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"88","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"89","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"90","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"91","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"92","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"93","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"94","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"95","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"96","MKN8936","IUI_S","45","Substrate","RCTA","Non_live",1
"97","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"98","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"99","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"100","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"101","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"102","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"103","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"104","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"105","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"106","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"107","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"108","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"109","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"110","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"111","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"112","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"113","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"114","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"115","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"116","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"117","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"118","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"119","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"120","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"121","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"122","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"123","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"124","MKN8936","IUI_S","45","Substrate","Rubble","Non_live",1
"125","MKN8936","IUI_S","45","Substrate","Sand","Non_live",1
"126","MKN8936","IUI_S","45","Substrate","Sand","Non_live",1
"127","MKN8936","IUI_S","45","Substrate","Sand","Non_live",1
"128","MKN8936","IUI_S","45","Substrate","Sand","Non_live",1
"129","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"130","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"131","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"132","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"133","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"134","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"135","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"136","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"137","MKN8937","IUI_S","45","Hard Coral","Alveopora","Live",1
"138","MKN8937","IUI_S","45","Hard Coral","HC_encr","Live",1
"139","MKN8937","IUI_S","45","Hard Coral","HC_mas","Live",1
"140","MKN8937","IUI_S","45","Hard Coral","Pachyseris","Live",1
"141","MKN8937","IUI_S","45","Hard Coral","Para_peres","Live",1
"142","MKN8937","IUI_S","45","Hard Coral","Para_peres","Live",1
"143","MKN8937","IUI_S","45","Hard Coral","Para_peres","Live",1
"144","MKN8937","IUI_S","45","Hard Coral","Stylophora","Live",1
"145","MKN8937","IUI_S","45","Algae","AL_Macro","Live",1
"146","MKN8937","IUI_S","45","Other","Unknown","Non_live",1
"147","MKN8937","IUI_S","45","Other","Unknown","Non_live",1
"148","MKN8937","IUI_S","45","Other","Unknown","Non_live",1
"149","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"150","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"151","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"152","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"153","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"154","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"155","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"156","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"157","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"158","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"159","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"160","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"161","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"162","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"163","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"164","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"165","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"166","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"167","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"168","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"169","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"170","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"171","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"172","MKN8937","IUI_S","45","Substrate","RCTA","Non_live",1
"173","MKN8937","IUI_S","45","Substrate","Rock","Non_live",1
"174","MKN8937","IUI_S","45","Substrate","Rock","Non_live",1
"175","MKN8937","IUI_S","45","Substrate","Rock","Non_live",1
"176","MKN8937","IUI_S","45","Substrate","Rock","Non_live",1
"177","MKN8937","IUI_S","45","Substrate","Rock","Non_live",1
"178","MKN8937","IUI_S","45","Substrate","Rock","Non_live",1
"179","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"180","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"181","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"182","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"183","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"184","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"185","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"186","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"187","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"188","MKN8937","IUI_S","45","Substrate","Rubble","Non_live",1
"189","MKN8937","IUI_S","45","Substrate","Sand","Non_live",1
"190","MKN8937","IUI_S","45","Substrate","Sand","Non_live",1
"191","MKN8937","IUI_S","45","Substrate","Sand","Non_live",1
"192","MKN8937","IUI_S","45","Substrate","Sand","Non_live",1
"193","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"194","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"195","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"196","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"197","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"198","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"199","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"200","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"201","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"202","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"203","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"204","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"205","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"206","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"207","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"208","MKN8938","IUI_S","45","Hard Coral","Alveopora","Live",1
"209","MKN8938","IUI_S","45","Hard Coral","Gyro_inter","Live",1
"210","MKN8938","IUI_S","45","Hard Coral","Montipora","Live",1
"211","MKN8938","IUI_S","45","Algae","AL_Macro","Live",1
"212","MKN8938","IUI_S","45","CCA","CCA","Live",1
"213","MKN8938","IUI_S","45","Other","Unknown","Non_live",1
"214","MKN8938","IUI_S","45","Other","Unknown","Non_live",1
"215","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"216","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"217","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"218","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"219","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"220","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"221","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"222","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"223","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"224","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"225","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"226","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"227","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"228","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"229","MKN8938","IUI_S","45","Substrate","RCTA","Non_live",1
"230","MKN8938","IUI_S","45","Substrate","Rock","Non_live",1
"231","MKN8938","IUI_S","45","Substrate","Rock","Non_live",1
"232","MKN8938","IUI_S","45","Substrate","Rock","Non_live",1
"233","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"234","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"235","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"236","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"237","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"238","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"239","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"240","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"241","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"242","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"243","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"244","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"245","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"246","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"247","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"248","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"249","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"250","MKN8938","IUI_S","45","Substrate","Rubble","Non_live",1
"251","MKN8938","IUI_S","45","Substrate","Sand","Non_live",1
"252","MKN8938","IUI_S","45","Substrate","Sand","Non_live",1
"253","MKN8938","IUI_S","45","Substrate","Sand","Non_live",1
"254","MKN8938","IUI_S","45","Substrate","Sand","Non_live",1
"255","MKN8938","IUI_S","45","Substrate","Sand","Non_live",1
"256","MKN8938","IUI_S","45","Substrate","Sand","Non_live",1
"257","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"258","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"259","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"260","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"261","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"262","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"263","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"264","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"265","MKN8939","IUI_S","45","Hard Coral","Alveopora","Live",1
"266","MKN8939","IUI_S","45","Hard Coral","HC_column","Live",1
"267","MKN8939","IUI_S","45","Hard Coral","HC_column","Live",1
"268","MKN8939","IUI_S","45","Hard Coral","HC_column","Live",1
"269","MKN8939","IUI_S","45","Hard Coral","HC_column","Live",1
"270","MKN8939","IUI_S","45","Hard Coral","HC_encr","Live",1
"271","MKN8939","IUI_S","45","Hard Coral","HC_mas","Live",1
"272","MKN8939","IUI_S","45","Hard Coral","Para_peres","Live",1
"273","MKN8939","IUI_S","45","Hard Coral","Stylophora","Live",1
"274","MKN8939","IUI_S","45","Sponge","Sponge","Live",1
"275","MKN8939","IUI_S","45","Algae","AL_Macro","Live",1
"276","MKN8939","IUI_S","45","Algae","AL_Macro","Live",1
"277","MKN8939","IUI_S","45","Other","Unknown","Non_live",1
"278","MKN8939","IUI_S","45","Other","Unknown","Non_live",1
"279","MKN8939","IUI_S","45","Other","Unknown","Non_live",1
"280","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"281","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"282","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"283","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"284","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"285","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"286","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"287","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"288","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"289","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"290","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"291","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"292","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"293","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"294","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"295","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"296","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"297","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"298","MKN8939","IUI_S","45","Substrate","RCTA","Non_live",1
"299","MKN8939","IUI_S","45","Substrate","Rock","Non_live",1
"300","MKN8939","IUI_S","45","Substrate","Rock","Non_live",1
"301","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"302","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"303","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"304","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"305","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"306","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"307","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"308","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"309","MKN8939","IUI_S","45","Substrate","Rubble","Non_live",1
"310","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"311","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"312","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"313","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"314","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"315","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"316","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"317","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"318","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"319","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"320","MKN8939","IUI_S","45","Substrate","Sand","Non_live",1
"321","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"322","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"323","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"324","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"325","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"326","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"327","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"328","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"329","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"330","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"331","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"332","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"333","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"334","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"335","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"336","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"337","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"338","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"339","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"340","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"341","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"342","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"343","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"344","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"345","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"346","MKN8940","IUI_S","45","Hard Coral","Alveopora","Live",1
"347","MKN8940","IUI_S","45","Hard Coral","Goniopora","Live",1
"348","MKN8940","IUI_S","45","Hard Coral","HC_encr","Live",1
"349","MKN8940","IUI_S","45","Soft Coral","SC_Xeni","Live",1
"350","MKN8940","IUI_S","45","Other","Unknown","Non_live",1
"351","MKN8940","IUI_S","45","Other","Unknown","Non_live",1
"352","MKN8940","IUI_S","45","Other","Unknown","Non_live",1
"353","MKN8940","IUI_S","45","Other","Unknown","Non_live",1
"354","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"355","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"356","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"357","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"358","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"359","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"360","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"361","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"362","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"363","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"364","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"365","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"366","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"367","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"368","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"369","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"370","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"371","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"372","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"373","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"374","MKN8940","IUI_S","45","Substrate","RCTA","Non_live",1
"375","MKN8940","IUI_S","45","Substrate","Rock","Non_live",1
"376","MKN8940","IUI_S","45","Substrate","Rubble","Non_live",1
"377","MKN8940","IUI_S","45","Substrate","Rubble","Non_live",1
"378","MKN8940","IUI_S","45","Substrate","Rubble","Non_live",1
"379","MKN8940","IUI_S","45","Substrate","Sand","Non_live",1
"380","MKN8940","IUI_S","45","Substrate","Sand","Non_live",1
"381","MKN8940","IUI_S","45","Substrate","Sand","Non_live",1
"382","MKN8940","IUI_S","45","Substrate","Sand","Non_live",1
"383","MKN8940","IUI_S","45","Substrate","Sand","Non_live",1
"384","MKN8940","IUI_S","45","Substrate","Sand","Non_live",1
"385","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"386","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"387","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"388","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"389","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"390","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"391","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"392","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"393","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"394","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"395","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"396","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"397","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"398","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"399","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"400","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"401","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"402","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"403","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"404","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"405","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"406","MKN8941","IUI_S","45","Hard Coral","Alveopora","Live",1
"407","MKN8941","IUI_S","45","Hard Coral","HC_mas","Live",1
"408","MKN8941","IUI_S","45","Hard Coral","HC_plate","Live",1
