"","Coral","PIC","Prevalence","SITE","DEPTH","Site_Depth"
"18738","Porites","MKN9071",0,"IUI-S","5","IUI-S_5"
"18739","Psammocora","MKN9071",0,"IUI-S","5","IUI-S_5"
"18740","Sclerophyllia","MKN9071",0,"IUI-S","5","IUI-S_5"
"18741","Seriatopora","MKN9071",0,"IUI-S","5","IUI-S_5"
"18742","Siderastrea","MKN9071",0,"IUI-S","5","IUI-S_5"
"18743","Stylophora","MKN9071",4,"IUI-S","5","IUI-S_5"
"18744","Turbinaria","MKN9071",0,"IUI-S","5","IUI-S_5"
"18745","Acanthastrea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18746","Acropora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18747","Alveopora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18748","Astrea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18749","Astreopora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18750","Blastomussa","MKN9072",0,"IUI-S","5","IUI-S_5"
"18751","Coscinaraea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18752","Cynarina","MKN9072",0,"IUI-S","5","IUI-S_5"
"18753","Cyphastrea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18754","Dipsastraea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18755","Echinophyllia","MKN9072",0,"IUI-S","5","IUI-S_5"
"18756","Echinopora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18757","Erythrastrea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18758","Euphyllia","MKN9072",0,"IUI-S","5","IUI-S_5"
"18759","Favites","MKN9072",0,"IUI-S","5","IUI-S_5"
"18760","Fungia","MKN9072",0,"IUI-S","5","IUI-S_5"
"18761","Galaxea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18762","Goniastrea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18763","Goniopora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18764","Gyrosmilia","MKN9072",0,"IUI-S","5","IUI-S_5"
"18765","HC","MKN9072",1,"IUI-S","5","IUI-S_5"
"18766","Hydnophora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18767","Leptastrea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18768","Leptoseris","MKN9072",0,"IUI-S","5","IUI-S_5"
"18769","Lobophyllia","MKN9072",0,"IUI-S","5","IUI-S_5"
"18770","Madracis","MKN9072",0,"IUI-S","5","IUI-S_5"
"18771","Merulina","MKN9072",0,"IUI-S","5","IUI-S_5"
"18772","Montipora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18773","Mycedium","MKN9072",0,"IUI-S","5","IUI-S_5"
"18774","Oxypora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18775","Pachyseris","MKN9072",0,"IUI-S","5","IUI-S_5"
"18776","Paramontastraea","MKN9072",0,"IUI-S","5","IUI-S_5"
"18777","Pavona","MKN9072",0,"IUI-S","5","IUI-S_5"
"18778","Platygyra","MKN9072",0,"IUI-S","5","IUI-S_5"
"18779","Plerogyra","MKN9072",0,"IUI-S","5","IUI-S_5"
"18780","Pocillopora","MKN9072",1,"IUI-S","5","IUI-S_5"
"18781","Podbacia","MKN9072",0,"IUI-S","5","IUI-S_5"
"18782","Porites","MKN9072",0,"IUI-S","5","IUI-S_5"
"18783","Psammocora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18784","Sclerophyllia","MKN9072",0,"IUI-S","5","IUI-S_5"
"18785","Seriatopora","MKN9072",0,"IUI-S","5","IUI-S_5"
"18786","Siderastrea","MKN9072",1,"IUI-S","5","IUI-S_5"
"18787","Stylophora","MKN9072",2,"IUI-S","5","IUI-S_5"
"18788","Turbinaria","MKN9072",0,"IUI-S","5","IUI-S_5"
"18789","Acanthastrea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18790","Acropora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18791","Alveopora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18792","Astrea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18793","Astreopora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18794","Blastomussa","MKN9076",0,"IUI-S","5","IUI-S_5"
"18795","Coscinaraea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18796","Cynarina","MKN9076",0,"IUI-S","5","IUI-S_5"
"18797","Cyphastrea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18798","Dipsastraea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18799","Echinophyllia","MKN9076",0,"IUI-S","5","IUI-S_5"
"18800","Echinopora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18801","Erythrastrea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18802","Euphyllia","MKN9076",0,"IUI-S","5","IUI-S_5"
"18803","Favites","MKN9076",1,"IUI-S","5","IUI-S_5"
"18804","Fungia","MKN9076",0,"IUI-S","5","IUI-S_5"
"18805","Galaxea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18806","Goniastrea","MKN9076",4,"IUI-S","5","IUI-S_5"
"18807","Goniopora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18808","Gyrosmilia","MKN9076",0,"IUI-S","5","IUI-S_5"
"18809","HC","MKN9076",0,"IUI-S","5","IUI-S_5"
"18810","Hydnophora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18811","Leptastrea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18812","Leptoseris","MKN9076",0,"IUI-S","5","IUI-S_5"
"18813","Lobophyllia","MKN9076",0,"IUI-S","5","IUI-S_5"
"18814","Madracis","MKN9076",0,"IUI-S","5","IUI-S_5"
"18815","Merulina","MKN9076",0,"IUI-S","5","IUI-S_5"
"18816","Montipora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18817","Mycedium","MKN9076",0,"IUI-S","5","IUI-S_5"
"18818","Oxypora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18819","Pachyseris","MKN9076",0,"IUI-S","5","IUI-S_5"
"18820","Paramontastraea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18821","Pavona","MKN9076",0,"IUI-S","5","IUI-S_5"
"18822","Platygyra","MKN9076",1,"IUI-S","5","IUI-S_5"
"18823","Plerogyra","MKN9076",0,"IUI-S","5","IUI-S_5"
"18824","Pocillopora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18825","Podbacia","MKN9076",0,"IUI-S","5","IUI-S_5"
"18826","Porites","MKN9076",0,"IUI-S","5","IUI-S_5"
"18827","Psammocora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18828","Sclerophyllia","MKN9076",0,"IUI-S","5","IUI-S_5"
"18829","Seriatopora","MKN9076",0,"IUI-S","5","IUI-S_5"
"18830","Siderastrea","MKN9076",0,"IUI-S","5","IUI-S_5"
"18831","Stylophora","MKN9076",2,"IUI-S","5","IUI-S_5"
"18832","Turbinaria","MKN9076",0,"IUI-S","5","IUI-S_5"
"18833","Acanthastrea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18834","Acropora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18835","Alveopora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18836","Astrea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18837","Astreopora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18838","Blastomussa","MKN9082",0,"IUI-S","5","IUI-S_5"
"18839","Coscinaraea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18840","Cynarina","MKN9082",0,"IUI-S","5","IUI-S_5"
"18841","Cyphastrea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18842","Dipsastraea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18843","Echinophyllia","MKN9082",0,"IUI-S","5","IUI-S_5"
"18844","Echinopora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18845","Erythrastrea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18846","Euphyllia","MKN9082",0,"IUI-S","5","IUI-S_5"
"18847","Favites","MKN9082",0,"IUI-S","5","IUI-S_5"
"18848","Fungia","MKN9082",0,"IUI-S","5","IUI-S_5"
"18849","Galaxea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18850","Goniastrea","MKN9082",1,"IUI-S","5","IUI-S_5"
"18851","Goniopora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18852","Gyrosmilia","MKN9082",0,"IUI-S","5","IUI-S_5"
"18853","HC","MKN9082",0,"IUI-S","5","IUI-S_5"
"18854","Hydnophora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18855","Leptastrea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18856","Leptoseris","MKN9082",0,"IUI-S","5","IUI-S_5"
"18857","Lobophyllia","MKN9082",0,"IUI-S","5","IUI-S_5"
"18858","Madracis","MKN9082",0,"IUI-S","5","IUI-S_5"
"18859","Merulina","MKN9082",0,"IUI-S","5","IUI-S_5"
"18860","Montipora","MKN9082",1,"IUI-S","5","IUI-S_5"
"18861","Mycedium","MKN9082",0,"IUI-S","5","IUI-S_5"
"18862","Oxypora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18863","Pachyseris","MKN9082",0,"IUI-S","5","IUI-S_5"
"18864","Paramontastraea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18865","Pavona","MKN9082",0,"IUI-S","5","IUI-S_5"
"18866","Platygyra","MKN9082",0,"IUI-S","5","IUI-S_5"
"18867","Plerogyra","MKN9082",0,"IUI-S","5","IUI-S_5"
"18868","Pocillopora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18869","Podbacia","MKN9082",0,"IUI-S","5","IUI-S_5"
"18870","Porites","MKN9082",0,"IUI-S","5","IUI-S_5"
"18871","Psammocora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18872","Sclerophyllia","MKN9082",0,"IUI-S","5","IUI-S_5"
"18873","Seriatopora","MKN9082",0,"IUI-S","5","IUI-S_5"
"18874","Siderastrea","MKN9082",0,"IUI-S","5","IUI-S_5"
"18875","Stylophora","MKN9082",3,"IUI-S","5","IUI-S_5"
"18876","Turbinaria","MKN9082",0,"IUI-S","5","IUI-S_5"
"18877","Acanthastrea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18878","Acropora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18879","Alveopora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18880","Astrea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18881","Astreopora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18882","Blastomussa","MKN9084",0,"IUI-S","5","IUI-S_5"
"18883","Coscinaraea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18884","Cynarina","MKN9084",0,"IUI-S","5","IUI-S_5"
"18885","Cyphastrea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18886","Dipsastraea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18887","Echinophyllia","MKN9084",0,"IUI-S","5","IUI-S_5"
"18888","Echinopora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18889","Erythrastrea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18890","Euphyllia","MKN9084",0,"IUI-S","5","IUI-S_5"
"18891","Favites","MKN9084",0,"IUI-S","5","IUI-S_5"
"18892","Fungia","MKN9084",0,"IUI-S","5","IUI-S_5"
"18893","Galaxea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18894","Goniastrea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18895","Goniopora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18896","Gyrosmilia","MKN9084",0,"IUI-S","5","IUI-S_5"
"18897","HC","MKN9084",0,"IUI-S","5","IUI-S_5"
"18898","Hydnophora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18899","Leptastrea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18900","Leptoseris","MKN9084",0,"IUI-S","5","IUI-S_5"
"18901","Lobophyllia","MKN9084",0,"IUI-S","5","IUI-S_5"
"18902","Madracis","MKN9084",0,"IUI-S","5","IUI-S_5"
"18903","Merulina","MKN9084",0,"IUI-S","5","IUI-S_5"
"18904","Montipora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18905","Mycedium","MKN9084",0,"IUI-S","5","IUI-S_5"
"18906","Oxypora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18907","Pachyseris","MKN9084",0,"IUI-S","5","IUI-S_5"
"18908","Paramontastraea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18909","Pavona","MKN9084",0,"IUI-S","5","IUI-S_5"
"18910","Platygyra","MKN9084",0,"IUI-S","5","IUI-S_5"
"18911","Plerogyra","MKN9084",0,"IUI-S","5","IUI-S_5"
"18912","Pocillopora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18913","Podbacia","MKN9084",0,"IUI-S","5","IUI-S_5"
"18914","Porites","MKN9084",0,"IUI-S","5","IUI-S_5"
"18915","Psammocora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18916","Sclerophyllia","MKN9084",0,"IUI-S","5","IUI-S_5"
"18917","Seriatopora","MKN9084",0,"IUI-S","5","IUI-S_5"
"18918","Siderastrea","MKN9084",0,"IUI-S","5","IUI-S_5"
"18919","Stylophora","MKN9084",7,"IUI-S","5","IUI-S_5"
"18920","Turbinaria","MKN9084",0,"IUI-S","5","IUI-S_5"
"18921","Acanthastrea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18922","Acropora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18923","Alveopora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18924","Astrea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18925","Astreopora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18926","Blastomussa","MKN9086",0,"IUI-S","5","IUI-S_5"
"18927","Coscinaraea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18928","Cynarina","MKN9086",0,"IUI-S","5","IUI-S_5"
"18929","Cyphastrea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18930","Dipsastraea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18931","Echinophyllia","MKN9086",0,"IUI-S","5","IUI-S_5"
"18932","Echinopora","MKN9086",3,"IUI-S","5","IUI-S_5"
"18933","Erythrastrea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18934","Euphyllia","MKN9086",0,"IUI-S","5","IUI-S_5"
"18935","Favites","MKN9086",0,"IUI-S","5","IUI-S_5"
"18936","Fungia","MKN9086",0,"IUI-S","5","IUI-S_5"
"18937","Galaxea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18938","Goniastrea","MKN9086",2,"IUI-S","5","IUI-S_5"
"18939","Goniopora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18940","Gyrosmilia","MKN9086",0,"IUI-S","5","IUI-S_5"
"18941","HC","MKN9086",0,"IUI-S","5","IUI-S_5"
"18942","Hydnophora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18943","Leptastrea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18944","Leptoseris","MKN9086",0,"IUI-S","5","IUI-S_5"
"18945","Lobophyllia","MKN9086",0,"IUI-S","5","IUI-S_5"
"18946","Madracis","MKN9086",0,"IUI-S","5","IUI-S_5"
"18947","Merulina","MKN9086",0,"IUI-S","5","IUI-S_5"
"18948","Montipora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18949","Mycedium","MKN9086",0,"IUI-S","5","IUI-S_5"
"18950","Oxypora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18951","Pachyseris","MKN9086",0,"IUI-S","5","IUI-S_5"
"18952","Paramontastraea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18953","Pavona","MKN9086",0,"IUI-S","5","IUI-S_5"
"18954","Platygyra","MKN9086",0,"IUI-S","5","IUI-S_5"
"18955","Plerogyra","MKN9086",0,"IUI-S","5","IUI-S_5"
"18956","Pocillopora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18957","Podbacia","MKN9086",0,"IUI-S","5","IUI-S_5"
"18958","Porites","MKN9086",0,"IUI-S","5","IUI-S_5"
"18959","Psammocora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18960","Sclerophyllia","MKN9086",0,"IUI-S","5","IUI-S_5"
"18961","Seriatopora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18962","Siderastrea","MKN9086",0,"IUI-S","5","IUI-S_5"
"18963","Stylophora","MKN9086",0,"IUI-S","5","IUI-S_5"
"18964","Turbinaria","MKN9086",0,"IUI-S","5","IUI-S_5"
"18965","Acanthastrea","MKN9087",0,"IUI-S","5","IUI-S_5"
"18966","Acropora","MKN9087",0,"IUI-S","5","IUI-S_5"
"18967","Alveopora","MKN9087",0,"IUI-S","5","IUI-S_5"
"18968","Astrea","MKN9087",0,"IUI-S","5","IUI-S_5"
"18969","Astreopora","MKN9087",0,"IUI-S","5","IUI-S_5"
"18970","Blastomussa","MKN9087",0,"IUI-S","5","IUI-S_5"
"18971","Coscinaraea","MKN9087",2,"IUI-S","5","IUI-S_5"
"18972","Cynarina","MKN9087",0,"IUI-S","5","IUI-S_5"
"18973","Cyphastrea","MKN9087",3,"IUI-S","5","IUI-S_5"
"18974","Dipsastraea","MKN9087",0,"IUI-S","5","IUI-S_5"
"18975","Echinophyllia","MKN9087",0,"IUI-S","5","IUI-S_5"
"18976","Echinopora","MKN9087",0,"IUI-S","5","IUI-S_5"
"18977","Erythrastrea","MKN9087",0,"IUI-S","5","IUI-S_5"
"18978","Euphyllia","MKN9087",0,"IUI-S","5","IUI-S_5"
"18979","Favites","MKN9087",0,"IUI-S","5","IUI-S_5"
"18980","Fungia","MKN9087",0,"IUI-S","5","IUI-S_5"
"18981","Galaxea","MKN9087",0,"IUI-S","5","IUI-S_5"
"18982","Goniastrea","MKN9087",0,"IUI-S","5","IUI-S_5"
"18983","Goniopora","MKN9087",0,"IUI-S","5","IUI-S_5"
"18984","Gyrosmilia","MKN9087",0,"IUI-S","5","IUI-S_5"
"18985","HC","MKN9087",1,"IUI-S","5","IUI-S_5"
"18986","Hydnophora","MKN9087",0,"IUI-S","5","IUI-S_5"
"18987","Leptastrea","MKN9087",0,"IUI-S","5","IUI-S_5"
"18988","Leptoseris","MKN9087",0,"IUI-S","5","IUI-S_5"
"18989","Lobophyllia","MKN9087",0,"IUI-S","5","IUI-S_5"
"18990","Madracis","MKN9087",0,"IUI-S","5","IUI-S_5"
"18991","Merulina","MKN9087",0,"IUI-S","5","IUI-S_5"
"18992","Montipora","MKN9087",0,"IUI-S","5","IUI-S_5"
"18993","Mycedium","MKN9087",0,"IUI-S","5","IUI-S_5"
"18994","Oxypora","MKN9087",0,"IUI-S","5","IUI-S_5"
"18995","Pachyseris","MKN9087",0,"IUI-S","5","IUI-S_5"
"18996","Paramontastraea","MKN9087",0,"IUI-S","5","IUI-S_5"
"18997","Pavona","MKN9087",0,"IUI-S","5","IUI-S_5"
"18998","Platygyra","MKN9087",1,"IUI-S","5","IUI-S_5"
"18999","Plerogyra","MKN9087",0,"IUI-S","5","IUI-S_5"
"19000","Pocillopora","MKN9087",1,"IUI-S","5","IUI-S_5"
"19001","Podbacia","MKN9087",0,"IUI-S","5","IUI-S_5"
"19002","Porites","MKN9087",0,"IUI-S","5","IUI-S_5"
"19003","Psammocora","MKN9087",0,"IUI-S","5","IUI-S_5"
"19004","Sclerophyllia","MKN9087",0,"IUI-S","5","IUI-S_5"
"19005","Seriatopora","MKN9087",0,"IUI-S","5","IUI-S_5"
"19006","Siderastrea","MKN9087",0,"IUI-S","5","IUI-S_5"
"19007","Stylophora","MKN9087",4,"IUI-S","5","IUI-S_5"
"19008","Turbinaria","MKN9087",0,"IUI-S","5","IUI-S_5"
"19009","Acanthastrea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19010","Acropora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19011","Alveopora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19012","Astrea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19013","Astreopora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19014","Blastomussa","MKN9089",0,"IUI-S","5","IUI-S_5"
"19015","Coscinaraea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19016","Cynarina","MKN9089",0,"IUI-S","5","IUI-S_5"
"19017","Cyphastrea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19018","Dipsastraea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19019","Echinophyllia","MKN9089",0,"IUI-S","5","IUI-S_5"
"19020","Echinopora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19021","Erythrastrea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19022","Euphyllia","MKN9089",0,"IUI-S","5","IUI-S_5"
"19023","Favites","MKN9089",0,"IUI-S","5","IUI-S_5"
"19024","Fungia","MKN9089",0,"IUI-S","5","IUI-S_5"
"19025","Galaxea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19026","Goniastrea","MKN9089",1,"IUI-S","5","IUI-S_5"
"19027","Goniopora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19028","Gyrosmilia","MKN9089",0,"IUI-S","5","IUI-S_5"
"19029","HC","MKN9089",2,"IUI-S","5","IUI-S_5"
"19030","Hydnophora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19031","Leptastrea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19032","Leptoseris","MKN9089",0,"IUI-S","5","IUI-S_5"
"19033","Lobophyllia","MKN9089",0,"IUI-S","5","IUI-S_5"
"19034","Madracis","MKN9089",0,"IUI-S","5","IUI-S_5"
"19035","Merulina","MKN9089",0,"IUI-S","5","IUI-S_5"
"19036","Montipora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19037","Mycedium","MKN9089",0,"IUI-S","5","IUI-S_5"
"19038","Oxypora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19039","Pachyseris","MKN9089",0,"IUI-S","5","IUI-S_5"
"19040","Paramontastraea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19041","Pavona","MKN9089",0,"IUI-S","5","IUI-S_5"
"19042","Platygyra","MKN9089",0,"IUI-S","5","IUI-S_5"
"19043","Plerogyra","MKN9089",0,"IUI-S","5","IUI-S_5"
"19044","Pocillopora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19045","Podbacia","MKN9089",0,"IUI-S","5","IUI-S_5"
"19046","Porites","MKN9089",0,"IUI-S","5","IUI-S_5"
"19047","Psammocora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19048","Sclerophyllia","MKN9089",0,"IUI-S","5","IUI-S_5"
"19049","Seriatopora","MKN9089",0,"IUI-S","5","IUI-S_5"
"19050","Siderastrea","MKN9089",0,"IUI-S","5","IUI-S_5"
"19051","Stylophora","MKN9089",2,"IUI-S","5","IUI-S_5"
"19052","Turbinaria","MKN9089",0,"IUI-S","5","IUI-S_5"
"19053","Acanthastrea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19054","Acropora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19055","Alveopora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19056","Astrea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19057","Astreopora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19058","Blastomussa","MKN9091",0,"IUI-S","5","IUI-S_5"
"19059","Coscinaraea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19060","Cynarina","MKN9091",0,"IUI-S","5","IUI-S_5"
"19061","Cyphastrea","MKN9091",1,"IUI-S","5","IUI-S_5"
"19062","Dipsastraea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19063","Echinophyllia","MKN9091",0,"IUI-S","5","IUI-S_5"
"19064","Echinopora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19065","Erythrastrea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19066","Euphyllia","MKN9091",0,"IUI-S","5","IUI-S_5"
"19067","Favites","MKN9091",0,"IUI-S","5","IUI-S_5"
"19068","Fungia","MKN9091",0,"IUI-S","5","IUI-S_5"
"19069","Galaxea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19070","Goniastrea","MKN9091",1,"IUI-S","5","IUI-S_5"
"19071","Goniopora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19072","Gyrosmilia","MKN9091",0,"IUI-S","5","IUI-S_5"
"19073","HC","MKN9091",1,"IUI-S","5","IUI-S_5"
"19074","Hydnophora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19075","Leptastrea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19076","Leptoseris","MKN9091",0,"IUI-S","5","IUI-S_5"
"19077","Lobophyllia","MKN9091",0,"IUI-S","5","IUI-S_5"
"19078","Madracis","MKN9091",0,"IUI-S","5","IUI-S_5"
"19079","Merulina","MKN9091",0,"IUI-S","5","IUI-S_5"
"19080","Montipora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19081","Mycedium","MKN9091",0,"IUI-S","5","IUI-S_5"
"19082","Oxypora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19083","Pachyseris","MKN9091",0,"IUI-S","5","IUI-S_5"
"19084","Paramontastraea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19085","Pavona","MKN9091",0,"IUI-S","5","IUI-S_5"
"19086","Platygyra","MKN9091",0,"IUI-S","5","IUI-S_5"
"19087","Plerogyra","MKN9091",0,"IUI-S","5","IUI-S_5"
"19088","Pocillopora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19089","Podbacia","MKN9091",0,"IUI-S","5","IUI-S_5"
"19090","Porites","MKN9091",0,"IUI-S","5","IUI-S_5"
"19091","Psammocora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19092","Sclerophyllia","MKN9091",0,"IUI-S","5","IUI-S_5"
"19093","Seriatopora","MKN9091",0,"IUI-S","5","IUI-S_5"
"19094","Siderastrea","MKN9091",0,"IUI-S","5","IUI-S_5"
"19095","Stylophora","MKN9091",5,"IUI-S","5","IUI-S_5"
"19096","Turbinaria","MKN9091",0,"IUI-S","5","IUI-S_5"
"19097","Acanthastrea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19098","Acropora","MKN9094",0,"IUI-S","5","IUI-S_5"
"19099","Alveopora","MKN9094",0,"IUI-S","5","IUI-S_5"
"19100","Astrea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19101","Astreopora","MKN9094",0,"IUI-S","5","IUI-S_5"
"19102","Blastomussa","MKN9094",0,"IUI-S","5","IUI-S_5"
"19103","Coscinaraea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19104","Cynarina","MKN9094",0,"IUI-S","5","IUI-S_5"
"19105","Cyphastrea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19106","Dipsastraea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19107","Echinophyllia","MKN9094",0,"IUI-S","5","IUI-S_5"
"19108","Echinopora","MKN9094",0,"IUI-S","5","IUI-S_5"
"19109","Erythrastrea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19110","Euphyllia","MKN9094",0,"IUI-S","5","IUI-S_5"
"19111","Favites","MKN9094",0,"IUI-S","5","IUI-S_5"
"19112","Fungia","MKN9094",1,"IUI-S","5","IUI-S_5"
"19113","Galaxea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19114","Goniastrea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19115","Goniopora","MKN9094",0,"IUI-S","5","IUI-S_5"
"19116","Gyrosmilia","MKN9094",0,"IUI-S","5","IUI-S_5"
"19117","HC","MKN9094",0,"IUI-S","5","IUI-S_5"
"19118","Hydnophora","MKN9094",0,"IUI-S","5","IUI-S_5"
"19119","Leptastrea","MKN9094",0,"IUI-S","5","IUI-S_5"
"19120","Leptoseris","MKN9094",0,"IUI-S","5","IUI-S_5"
